"compound_id","pathway_id","pathway_name"
"C00158","map00020","Citrate cycle (TCA cycle)"
"C00122","map00020","Citrate cycle (TCA cycle)"
"C00042","map00020","Citrate cycle (TCA cycle)"
"C03033","map00040","Pentose and glucuronate interconversions"
"C06118","map00040","Pentose and glucuronate interconversions"
"C01094","map00051","Fructose and mannose metabolism"
"C20835","map00051","Fructose and mannose metabolism"
"C01355","map00051","Fructose and mannose metabolism"
"C02431","map00051","Fructose and mannose metabolism"
"C00795","map00052","Galactose metabolism"
"C00089","map00052","Galactose metabolism"
"C01620","map00053","Ascorbate and aldarate metabolism"
"C00818","map00053","Ascorbate and aldarate metabolism"
"C03033","map00053","Ascorbate and aldarate metabolism"
"C06423","map00061","Fatty acid biosynthesis"
"C02990","map00071","Fatty acid degradation"
"C19618","map00073","Cutin, suberine and wax biosynthesis"
"C19418","map00073","Cutin, suberine and wax biosynthesis"
"C18218","map00073","Cutin, suberine and wax biosynthesis"
"C19620","map00073","Cutin, suberine and wax biosynthesis"
"C01083","map00074","Mycolic acid biosynthesis"
"C22136","map00100","Steroid biosynthesis"
"C02530","map00100","Steroid biosynthesis"
"C22123","map00100","Steroid biosynthesis"
"C01789","map00100","Steroid biosynthesis"
"C22119","map00100","Steroid biosynthesis"
"C08813","map00100","Steroid biosynthesis"
"C07712","map00100","Steroid biosynthesis"
"C05107","map00100","Steroid biosynthesis"
"C01802","map00100","Steroid biosynthesis"
"C05465","map00120","Primary bile acid biosynthesis"
"C05468","map00120","Primary bile acid biosynthesis"
"C17337","map00120","Primary bile acid biosynthesis"
"C00245","map00120","Primary bile acid biosynthesis"
"C05466","map00120","Primary bile acid biosynthesis"
"C00695","map00120","Primary bile acid biosynthesis"
"C05122","map00120","Primary bile acid biosynthesis"
"C17335","map00120","Primary bile acid biosynthesis"
"C17662","map00121","Secondary bile acid biosynthesis"
"C05466","map00121","Secondary bile acid biosynthesis"
"C05465","map00121","Secondary bile acid biosynthesis"
"C17644","map00121","Secondary bile acid biosynthesis"
"C00695","map00121","Secondary bile acid biosynthesis"
"C05122","map00121","Secondary bile acid biosynthesis"
"C00156","map00130","Ubiquinone and other terpenoid-quinone biosynthesis"
"C13309","map00130","Ubiquinone and other terpenoid-quinone biosynthesis"
"C00082","map00130","Ubiquinone and other terpenoid-quinone biosynthesis"
"C00811","map00130","Ubiquinone and other terpenoid-quinone biosynthesis"
"C14156","map00130","Ubiquinone and other terpenoid-quinone biosynthesis"
"C13713","map00140","Steroid hormone biosynthesis"
"C02537","map00140","Steroid hormone biosynthesis"
"C05485","map00140","Steroid hormone biosynthesis"
"C05482","map00140","Steroid hormone biosynthesis"
"C18043","map00140","Steroid hormone biosynthesis"
"C01124","map00140","Steroid hormone biosynthesis"
"C05489","map00140","Steroid hormone biosynthesis"
"C00762","map00140","Steroid hormone biosynthesis"
"C01953","map00140","Steroid hormone biosynthesis"
"C18044","map00140","Steroid hormone biosynthesis"
"C00735","map00140","Steroid hormone biosynthesis"
"C05487","map00140","Steroid hormone biosynthesis"
"C01780","map00140","Steroid hormone biosynthesis"
"C11136","map00140","Steroid hormone biosynthesis"
"C00122","map00190","Oxidative phosphorylation"
"C00042","map00190","Oxidative phosphorylation"
"C02061","map00195","Photosynthesis"
"C00062","map00220","Arginine biosynthesis"
"C00025","map00220","Arginine biosynthesis"
"C00014","map00220","Arginine biosynthesis"
"C03406","map00220","Arginine biosynthesis"
"C00122","map00220","Arginine biosynthesis"
"C01250","map00220","Arginine biosynthesis"
"C00327","map00220","Arginine biosynthesis"
"C00385","map00230","Purine metabolism"
"C05512","map00230","Purine metabolism"
"C00014","map00230","Purine metabolism"
"C00366","map00230","Purine metabolism"
"C00294","map00230","Purine metabolism"
"C00387","map00230","Purine metabolism"
"C01762","map00230","Purine metabolism"
"C00242","map00230","Purine metabolism"
"C16365","map00232","Caffeine metabolism"
"C01762","map00232","Caffeine metabolism"
"C00385","map00232","Caffeine metabolism"
"C00106","map00240","Pyrimidine metabolism"
"C00380","map00240","Pyrimidine metabolism"
"C02067","map00240","Pyrimidine metabolism"
"C00041","map00250","Alanine, aspartate and glutamate metabolism"
"C00158","map00250","Alanine, aspartate and glutamate metabolism"
"C03406","map00250","Alanine, aspartate and glutamate metabolism"
"C00402","map00250","Alanine, aspartate and glutamate metabolism"
"C00014","map00250","Alanine, aspartate and glutamate metabolism"
"C12270","map00250","Alanine, aspartate and glutamate metabolism"
"C00042","map00250","Alanine, aspartate and glutamate metabolism"
"C00122","map00250","Alanine, aspartate and glutamate metabolism"
"C00025","map00250","Alanine, aspartate and glutamate metabolism"
"C03206","map00253","Tetracycline biosynthesis"
"C01888","map00260","Glycine, serine and threonine metabolism"
"C00014","map00260","Glycine, serine and threonine metabolism"
"C00097","map00260","Glycine, serine and threonine metabolism"
"C00300","map00260","Glycine, serine and threonine metabolism"
"C06231","map00260","Glycine, serine and threonine metabolism"
"C00188","map00260","Glycine, serine and threonine metabolism"
"C03972","map00261","Monobactam biosynthesis"
"C00019","map00261","Monobactam biosynthesis"
"C20916","map00261","Monobactam biosynthesis"
"C17351","map00261","Monobactam biosynthesis"
"C20918","map00261","Monobactam biosynthesis"
"C00082","map00261","Monobactam biosynthesis"
"C00188","map00261","Monobactam biosynthesis"
"C12323","map00261","Monobactam biosynthesis"
"C00062","map00261","Monobactam biosynthesis"
"C05324","map00270","Cysteine and methionine metabolism"
"C00097","map00270","Cysteine and methionine metabolism"
"C02989","map00270","Cysteine and methionine metabolism"
"C05824","map00270","Cysteine and methionine metabolism"
"C00041","map00270","Cysteine and methionine metabolism"
"C02356","map00270","Cysteine and methionine metabolism"
"C00506","map00270","Cysteine and methionine metabolism"
"C00073","map00270","Cysteine and methionine metabolism"
"C00606","map00270","Cysteine and methionine metabolism"
"C00019","map00270","Cysteine and methionine metabolism"
"C06002","map00280","Valine, leucine and isoleucine degradation"
"C00407","map00280","Valine, leucine and isoleucine degradation"
"C00188","map00290","Valine, leucine and isoleucine biosynthesis"
"C04272","map00290","Valine, leucine and isoleucine biosynthesis"
"C02504","map00290","Valine, leucine and isoleucine biosynthesis"
"C00407","map00290","Valine, leucine and isoleucine biosynthesis"
"C02226","map00290","Valine, leucine and isoleucine biosynthesis"
"C00449","map00300","Lysine biosynthesis"
"C04421","map00300","Lysine biosynthesis"
"C03972","map00300","Lysine biosynthesis"
"C03087","map00310","Lysine degradation"
"C00408","map00310","Lysine degradation"
"C00449","map00310","Lysine degradation"
"C00042","map00310","Lysine degradation"
"C05545","map00310","Lysine degradation"
"C00097","map00311","Penicillin and cephalosporin biosynthesis"
"C04281","map00330","Arginine and proline metabolism"
"C01250","map00330","Arginine and proline metabolism"
"C00300","map00330","Arginine and proline metabolism"
"C00019","map00330","Arginine and proline metabolism"
"C00062","map00330","Arginine and proline metabolism"
"C01043","map00330","Arginine and proline metabolism"
"C10497","map00330","Arginine and proline metabolism"
"C15767","map00330","Arginine and proline metabolism"
"C00025","map00330","Arginine and proline metabolism"
"C00763","map00330","Arginine and proline metabolism"
"C00791","map00330","Arginine and proline metabolism"
"C02946","map00330","Arginine and proline metabolism"
"C00148","map00330","Arginine and proline metabolism"
"C18326","map00330","Arginine and proline metabolism"
"C01035","map00330","Arginine and proline metabolism"
"C00062","map00331","Clavulanic acid biosynthesis"
"C06659","map00331","Clavulanic acid biosynthesis"
"C22946","map00332","Carbapenem biosynthesis"
"C00025","map00332","Carbapenem biosynthesis"
"C00148","map00332","Carbapenem biosynthesis"
"C00148","map00333","Prodigiosin biosynthesis"
"C05571","map00340","Histidine metabolism"
"C05575","map00340","Histidine metabolism"
"C05827","map00340","Histidine metabolism"
"C00097","map00340","Histidine metabolism"
"C00785","map00340","Histidine metabolism"
"C05828","map00340","Histidine metabolism"
"C05135","map00340","Histidine metabolism"
"C05568","map00340","Histidine metabolism"
"C00025","map00340","Histidine metabolism"
"C00135","map00340","Histidine metabolism"
"C20522","map00340","Histidine metabolism"
"C00082","map00350","Tyrosine metabolism"
"C06044","map00350","Tyrosine metabolism"
"C00122","map00350","Tyrosine metabolism"
"C00811","map00350","Tyrosine metabolism"
"C05604","map00350","Tyrosine metabolism"
"C05580","map00350","Tyrosine metabolism"
"C00042","map00350","Tyrosine metabolism"
"C05593","map00350","Tyrosine metabolism"
"C00079","map00360","Phenylalanine metabolism"
"C00042","map00360","Phenylalanine metabolism"
"C23049","map00360","Phenylalanine metabolism"
"C01772","map00360","Phenylalanine metabolism"
"C00122","map00360","Phenylalanine metabolism"
"C00082","map00360","Phenylalanine metabolism"
"C02505","map00360","Phenylalanine metabolism"
"C05593","map00360","Phenylalanine metabolism"
"C05607","map00360","Phenylalanine metabolism"
"C03519","map00360","Phenylalanine metabolism"
"C04431","map00361","Chlorocyclohexane and chlorobenzene degradation"
"C00042","map00361","Chlorocyclohexane and chlorobenzene degradation"
"C00587","map00362","Benzoate degradation"
"C00156","map00362","Benzoate degradation"
"C00633","map00363","Bisphenol degradation"
"C00156","map00363","Bisphenol degradation"
"C13624","map00363","Bisphenol degradation"
"C11101","map00365","Furfural degradation"
"C05635","map00380","Tryptophan metabolism"
"C00637","map00380","Tryptophan metabolism"
"C00954","map00380","Tryptophan metabolism"
"C05660","map00380","Tryptophan metabolism"
"C01252","map00380","Tryptophan metabolism"
"C02470","map00380","Tryptophan metabolism"
"C03227","map00380","Tryptophan metabolism"
"C01598","map00380","Tryptophan metabolism"
"C05834","map00380","Tryptophan metabolism"
"C01717","map00380","Tryptophan metabolism"
"C10164","map00380","Tryptophan metabolism"
"C05830","map00380","Tryptophan metabolism"
"C03722","map00380","Tryptophan metabolism"
"C05645","map00380","Tryptophan metabolism"
"C00079","map00400","Phenylalanine, tyrosine and tryptophan biosynthesis"
"C01094","map00400","Phenylalanine, tyrosine and tryptophan biosynthesis"
"C00082","map00400","Phenylalanine, tyrosine and tryptophan biosynthesis"
"C02637","map00400","Phenylalanine, tyrosine and tryptophan biosynthesis"
"C00587","map00400","Phenylalanine, tyrosine and tryptophan biosynthesis"
"C00493","map00400","Phenylalanine, tyrosine and tryptophan biosynthesis"
"C12456","map00401","Novobiocin biosynthesis"
"C00082","map00401","Novobiocin biosynthesis"
"C00148","map00401","Novobiocin biosynthesis"
"C20528","map00403","Indole diterpene alkaloid biosynthesis"
"C20593","map00403","Indole diterpene alkaloid biosynthesis"
"C20543","map00403","Indole diterpene alkaloid biosynthesis"
"C20546","map00403","Indole diterpene alkaloid biosynthesis"
"C20587","map00403","Indole diterpene alkaloid biosynthesis"
"C20542","map00403","Indole diterpene alkaloid biosynthesis"
"C20536","map00403","Indole diterpene alkaloid biosynthesis"
"C20045","map00404","Staurosporine biosynthesis"
"C19687","map00404","Staurosporine biosynthesis"
"C00135","map00404","Staurosporine biosynthesis"
"C00148","map00404","Staurosporine biosynthesis"
"C00135","map00410","beta-Alanine metabolism"
"C03722","map00410","beta-Alanine metabolism"
"C00864","map00410","beta-Alanine metabolism"
"C00106","map00410","beta-Alanine metabolism"
"C00506","map00430","Taurine and hypotaurine metabolism"
"C00097","map00430","Taurine and hypotaurine metabolism"
"C05122","map00430","Taurine and hypotaurine metabolism"
"C00041","map00430","Taurine and hypotaurine metabolism"
"C00025","map00430","Taurine and hypotaurine metabolism"
"C00245","map00430","Taurine and hypotaurine metabolism"
"C00606","map00430","Taurine and hypotaurine metabolism"
"C00041","map00450","Selenocompound metabolism"
"C00097","map00460","Cyanoamino acid metabolism"
"C00082","map00460","Cyanoamino acid metabolism"
"C00407","map00460","Cyanoamino acid metabolism"
"C00079","map00460","Cyanoamino acid metabolism"
"C00014","map00460","Cyanoamino acid metabolism"
"C08334","map00460","Cyanoamino acid metabolism"
"C00097","map00470","D-Amino acid metabolism"
"C00188","map00470","D-Amino acid metabolism"
"C00025","map00470","D-Amino acid metabolism"
"C00079","map00470","D-Amino acid metabolism"
"C00073","map00470","D-Amino acid metabolism"
"C00135","map00470","D-Amino acid metabolism"
"C00763","map00470","D-Amino acid metabolism"
"C00402","map00470","D-Amino acid metabolism"
"C00148","map00470","D-Amino acid metabolism"
"C00041","map00470","D-Amino acid metabolism"
"C00062","map00470","D-Amino acid metabolism"
"C00097","map00480","Glutathione metabolism"
"C00025","map00480","Glutathione metabolism"
"C01419","map00480","Glutathione metabolism"
"C01879","map00480","Glutathione metabolism"
"C00089","map00500","Starch and sucrose metabolism"
"C01083","map00500","Starch and sucrose metabolism"
"C00110","map00510","N-Glycan biosynthesis"
"C01246","map00510","N-Glycan biosynthesis"
"C00329","map00520","Amino sugar and nucleotide sugar metabolism"
"C02713","map00520","Amino sugar and nucleotide sugar metabolism"
"C11992","map00522","Biosynthesis of 12-, 14- and 16-membered macrolides"
"C03240","map00522","Biosynthesis of 12-, 14- and 16-membered macrolides"
"C11994","map00522","Biosynthesis of 12-, 14- and 16-membered macrolides"
"C18000","map00524","Neomycin, kanamycin and gentamicin biosynthesis"
"C17209","map00524","Neomycin, kanamycin and gentamicin biosynthesis"
"C17703","map00524","Neomycin, kanamycin and gentamicin biosynthesis"
"C01441","map00524","Neomycin, kanamycin and gentamicin biosynthesis"
"C17705","map00524","Neomycin, kanamycin and gentamicin biosynthesis"
"C00025","map00524","Neomycin, kanamycin and gentamicin biosynthesis"
"C21268","map00524","Neomycin, kanamycin and gentamicin biosynthesis"
"C21266","map00524","Neomycin, kanamycin and gentamicin biosynthesis"
"C00908","map00524","Neomycin, kanamycin and gentamicin biosynthesis"
"C20934","map00541","Biosynthesis of various nucleotide sugars"
"C03410","map00541","Biosynthesis of various nucleotide sugars"
"C00270","map00541","Biosynthesis of various nucleotide sugars"
"C00588","map00552","Teichoic acid biosynthesis"
"C03659","map00562","Inositol phosphate metabolism"
"C06771","map00564","Glycerophospholipid metabolism"
"C00588","map00564","Glycerophospholipid metabolism"
"C04230","map00564","Glycerophospholipid metabolism"
"C04317","map00565","Ether lipid metabolism"
"C14717","map00590","Arachidonic acid metabolism"
"C14810","map00590","Arachidonic acid metabolism"
"C05964","map00590","Arachidonic acid metabolism"
"C01312","map00590","Arachidonic acid metabolism"
"C04742","map00590","Arachidonic acid metabolism"
"C04707","map00590","Arachidonic acid metabolism"
"C14749","map00590","Arachidonic acid metabolism"
"C00219","map00590","Arachidonic acid metabolism"
"C14765","map00591","Linoleic acid metabolism"
"C14826","map00591","Linoleic acid metabolism"
"C07289","map00591","Linoleic acid metabolism"
"C14825","map00591","Linoleic acid metabolism"
"C14766","map00591","Linoleic acid metabolism"
"C00219","map00591","Linoleic acid metabolism"
"C06426","map00591","Linoleic acid metabolism"
"C14835","map00591","Linoleic acid metabolism"
"C08491","map00592","alpha-Linolenic acid metabolism"
"C16322","map00592","alpha-Linolenic acid metabolism"
"C16317","map00592","alpha-Linolenic acid metabolism"
"C11512","map00592","alpha-Linolenic acid metabolism"
"C06427","map00592","alpha-Linolenic acid metabolism"
"C16309","map00592","alpha-Linolenic acid metabolism"
"C16300","map00592","alpha-Linolenic acid metabolism"
"C00235","map00592","alpha-Linolenic acid metabolism"
"C01226","map00592","alpha-Linolenic acid metabolism"
"C16308","map00592","alpha-Linolenic acid metabolism"
"C03640","map00600","Sphingolipid metabolism"
"C00319","map00600","Sphingolipid metabolism"
"C00836","map00600","Sphingolipid metabolism"
"C01747","map00600","Sphingolipid metabolism"
"C12144","map00600","Sphingolipid metabolism"
"C00042","map00620","Pyruvate metabolism"
"C02504","map00620","Pyruvate metabolism"
"C00122","map00620","Pyruvate metabolism"
"C03248","map00620","Pyruvate metabolism"
"C00256","map00620","Pyruvate metabolism"
"C07733","map00621","Dioxin degradation"
"C08062","map00621","Dioxin degradation"
"C07208","map00622","Xylene degradation"
"C00633","map00623","Toluene degradation"
"C00156","map00623","Toluene degradation"
"C01455","map00623","Toluene degradation"
"C00556","map00623","Toluene degradation"
"C01542","map00623","Toluene degradation"
"C00587","map00623","Toluene degradation"
"C00261","map00623","Toluene degradation"
"C18251","map00624","Polycyclic aromatic hydrocarbon degradation"
"C02274","map00624","Polycyclic aromatic hydrocarbon degradation"
"C01606","map00624","Polycyclic aromatic hydrocarbon degradation"
"C00587","map00624","Polycyclic aromatic hydrocarbon degradation"
"C06614","map00625","Chloroalkane and chloroalkene degradation"
"C18246","map00625","Chloroalkane and chloroalkene degradation"
"C18247","map00625","Chloroalkane and chloroalkene degradation"
"C02271","map00625","Chloroalkane and chloroalkene degradation"
"C02909","map00626","Naphthalene degradation"
"C14101","map00626","Naphthalene degradation"
"C16199","map00626","Naphthalene degradation"
"C06335","map00627","Aminobenzoate degradation"
"C07301","map00627","Aminobenzoate degradation"
"C00633","map00627","Aminobenzoate degradation"
"C00261","map00627","Aminobenzoate degradation"
"C01983","map00627","Aminobenzoate degradation"
"C01494","map00627","Aminobenzoate degradation"
"C00156","map00627","Aminobenzoate degradation"
"C00014","map00630","Glyoxylate and dicarboxylate metabolism"
"C00025","map00630","Glyoxylate and dicarboxylate metabolism"
"C00042","map00630","Glyoxylate and dicarboxylate metabolism"
"C00158","map00630","Glyoxylate and dicarboxylate metabolism"
"C06002","map00633","Nitrotoluene degradation"
"C00042","map00640","Propanoate metabolism"
"C06002","map00640","Propanoate metabolism"
"C07083","map00642","Ethylbenzene degradation"
"C02505","map00643","Styrene degradation"
"C07085","map00643","Styrene degradation"
"C05593","map00643","Styrene degradation"
"C07083","map00643","Styrene degradation"
"C00122","map00643","Styrene degradation"
"C00122","map00650","Butanoate metabolism"
"C00042","map00650","Butanoate metabolism"
"C00025","map00650","Butanoate metabolism"
"C00025","map00660","C5-Branched dibasic acid metabolism"
"C02226","map00660","C5-Branched dibasic acid metabolism"
"C00097","map00670","One carbon pool by folate"
"C00073","map00670","One carbon pool by folate"
"C00019","map00670","One carbon pool by folate"
"C00082","map00680","Methane metabolism"
"C20926","map00680","Methane metabolism"
"C00041","map00710","Carbon fixation by Calvin cycle"
"C00042","map00720","Other carbon fixation pathways"
"C00122","map00720","Other carbon fixation pathways"
"C00158","map00720","Other carbon fixation pathways"
"C00082","map00730","Thiamine metabolism"
"C00097","map00730","Thiamine metabolism"
"C01279","map00730","Thiamine metabolism"
"C00378","map00730","Thiamine metabolism"
"C00018","map00730","Thiamine metabolism"
"C15809","map00730","Thiamine metabolism"
"C00255","map00740","Riboflavin metabolism"
"C05995","map00740","Riboflavin metabolism"
"C03114","map00740","Riboflavin metabolism"
"C00235","map00740","Riboflavin metabolism"
"C01727","map00740","Riboflavin metabolism"
"C01390","map00740","Riboflavin metabolism"
"C00847","map00750","Vitamin B6 metabolism"
"C00018","map00750","Vitamin B6 metabolism"
"C06055","map00750","Vitamin B6 metabolism"
"C03722","map00760","Nicotinate and nicotinamide metabolism"
"C15986","map00760","Nicotinate and nicotinamide metabolism"
"C03150","map00760","Nicotinate and nicotinamide metabolism"
"C00122","map00760","Nicotinate and nicotinamide metabolism"
"C00042","map00760","Nicotinate and nicotinamide metabolism"
"C03458","map00760","Nicotinate and nicotinamide metabolism"
"C00153","map00760","Nicotinate and nicotinamide metabolism"
"C00106","map00770","Pantothenate and CoA biosynthesis"
"C04272","map00770","Pantothenate and CoA biosynthesis"
"C05944","map00770","Pantothenate and CoA biosynthesis"
"C00097","map00770","Pantothenate and CoA biosynthesis"
"C00864","map00770","Pantothenate and CoA biosynthesis"
"C01092","map00780","Biotin metabolism"
"C01037","map00780","Biotin metabolism"
"C02656","map00780","Biotin metabolism"
"C00014","map00785","Lipoic acid metabolism"
"C06423","map00785","Lipoic acid metabolism"
"C16238","map00785","Lipoic acid metabolism"
"C00156","map00790","Folate biosynthesis"
"C01300","map00790","Folate biosynthesis"
"C14149","map00791","Atrazine degradation"
"C06556","map00791","Atrazine degradation"
"C00899","map00830","Retinol metabolism"
"C05794","map00860","Porphyrin metabolism"
"C05790","map00860","Porphyrin metabolism"
"C00025","map00860","Porphyrin metabolism"
"C05793","map00860","Porphyrin metabolism"
"C00188","map00860","Porphyrin metabolism"
"C02191","map00860","Porphyrin metabolism"
"C03114","map00860","Porphyrin metabolism"
"C05795","map00860","Porphyrin metabolism"
"C05769","map00860","Porphyrin metabolism"
"C05789","map00860","Porphyrin metabolism"
"C00235","map00900","Terpenoid backbone biosynthesis"
"C00418","map00900","Terpenoid backbone biosynthesis"
"C20121","map00900","Terpenoid backbone biosynthesis"
"C09241","map00901","Indole alkaloid biosynthesis"
"C06068","map00901","Indole alkaloid biosynthesis"
"C06536","map00901","Indole alkaloid biosynthesis"
"C20700","map00904","Diterpenoid biosynthesis"
"C11896","map00904","Diterpenoid biosynthesis"
"C11858","map00904","Diterpenoid biosynthesis"
"C00079","map00904","Diterpenoid biosynthesis"
"C11876","map00904","Diterpenoid biosynthesis"
"C03579","map00904","Diterpenoid biosynthesis"
"C06095","map00904","Diterpenoid biosynthesis"
"C15793","map00905","Brassinosteroid biosynthesis"
"C19874","map00905","Brassinosteroid biosynthesis"
"C08814","map00905","Brassinosteroid biosynthesis"
"C01789","map00905","Brassinosteroid biosynthesis"
"C09707","map00906","Carotenoid biosynthesis"
"C15967","map00906","Carotenoid biosynthesis"
"C15970","map00906","Carotenoid biosynthesis"
"C16461","map00907","Pinene, camphor and geraniol degradation"
"C00019","map00908","Zeatin biosynthesis"
"C16427","map00908","Zeatin biosynthesis"
"C00235","map00908","Zeatin biosynthesis"
"C03220","map00909","Sesquiterpenoid and triterpenoid biosynthesis"
"C16141","map00909","Sesquiterpenoid and triterpenoid biosynthesis"
"C00025","map00910","Nitrogen metabolism"
"C00014","map00910","Nitrogen metabolism"
"C00097","map00920","Sulfur metabolism"
"C00073","map00920","Sulfur metabolism"
"C00245","map00920","Sulfur metabolism"
"C00042","map00920","Sulfur metabolism"
"C06103","map00930","Caprolactam degradation"
"C11519","map00930","Caprolactam degradation"
"C11249","map00930","Caprolactam degradation"
"C00811","map00940","Phenylpropanoid biosynthesis"
"C00082","map00940","Phenylpropanoid biosynthesis"
"C16930","map00940","Phenylpropanoid biosynthesis"
"C10452","map00940","Phenylpropanoid biosynthesis"
"C02887","map00940","Phenylpropanoid biosynthesis"
"C12204","map00940","Phenylpropanoid biosynthesis"
"C10454","map00940","Phenylpropanoid biosynthesis"
"C00079","map00940","Phenylpropanoid biosynthesis"
"C01494","map00940","Phenylpropanoid biosynthesis"
"C01175","map00940","Phenylpropanoid biosynthesis"
"C05627","map00940","Phenylpropanoid biosynthesis"
"C09762","map00941","Flavonoid biosynthesis"
"C06561","map00941","Flavonoid biosynthesis"
"C10208","map00943","Isoflavonoid biosynthesis"
"C01263","map00943","Isoflavonoid biosynthesis"
"C09762","map00943","Isoflavonoid biosynthesis"
"C01265","map00944","Flavone and flavonol biosynthesis"
"C01470","map00944","Flavone and flavonol biosynthesis"
"C10443","map00945","Stilbenoid, diarylheptanoid and gingerol biosynthesis"
"C10208","map00946","Degradation of flavonoids"
"C22559","map00946","Degradation of flavonoids"
"C01795","map00950","Isoquinoline alkaloid biosynthesis"
"C06161","map00950","Isoquinoline alkaloid biosynthesis"
"C06165","map00950","Isoquinoline alkaloid biosynthesis"
"C11816","map00950","Isoquinoline alkaloid biosynthesis"
"C05315","map00950","Isoquinoline alkaloid biosynthesis"
"C05202","map00950","Isoquinoline alkaloid biosynthesis"
"C21406","map00950","Isoquinoline alkaloid biosynthesis"
"C00082","map00950","Isoquinoline alkaloid biosynthesis"
"C05189","map00950","Isoquinoline alkaloid biosynthesis"
"C00811","map00950","Isoquinoline alkaloid biosynthesis"
"C01004","map00960","Tropane, piperidine and pyridine alkaloid biosynthesis"
"C10773","map00960","Tropane, piperidine and pyridine alkaloid biosynthesis"
"C06182","map00960","Tropane, piperidine and pyridine alkaloid biosynthesis"
"C06177","map00960","Tropane, piperidine and pyridine alkaloid biosynthesis"
"C06184","map00960","Tropane, piperidine and pyridine alkaloid biosynthesis"
"C01746","map00960","Tropane, piperidine and pyridine alkaloid biosynthesis"
"C00079","map00960","Tropane, piperidine and pyridine alkaloid biosynthesis"
"C07475","map00960","Tropane, piperidine and pyridine alkaloid biosynthesis"
"C05607","map00960","Tropane, piperidine and pyridine alkaloid biosynthesis"
"C10850","map00960","Tropane, piperidine and pyridine alkaloid biosynthesis"
"C00408","map00960","Tropane, piperidine and pyridine alkaloid biosynthesis"
"C00407","map00960","Tropane, piperidine and pyridine alkaloid biosynthesis"
"C00082","map00965","Betalain biosynthesis"
"C05604","map00965","Betalain biosynthesis"
"C17219","map00966","Glucosinolate biosynthesis"
"C00079","map00966","Glucosinolate biosynthesis"
"C00082","map00966","Glucosinolate biosynthesis"
"C17218","map00966","Glucosinolate biosynthesis"
"C17226","map00966","Glucosinolate biosynthesis"
"C00073","map00966","Glucosinolate biosynthesis"
"C00407","map00966","Glucosinolate biosynthesis"
"C00188","map00970","Aminoacyl-tRNA biosynthesis"
"C00082","map00970","Aminoacyl-tRNA biosynthesis"
"C00407","map00970","Aminoacyl-tRNA biosynthesis"
"C00079","map00970","Aminoacyl-tRNA biosynthesis"
"C00135","map00970","Aminoacyl-tRNA biosynthesis"
"C00041","map00970","Aminoacyl-tRNA biosynthesis"
"C00148","map00970","Aminoacyl-tRNA biosynthesis"
"C00025","map00970","Aminoacyl-tRNA biosynthesis"
"C00073","map00970","Aminoacyl-tRNA biosynthesis"
"C00097","map00970","Aminoacyl-tRNA biosynthesis"
"C00062","map00970","Aminoacyl-tRNA biosynthesis"
"C02637","map00975","Biosynthesis of various siderophores"
"C00158","map00975","Biosynthesis of various siderophores"
"C00025","map00975","Biosynthesis of various siderophores"
"C19574","map00980","Metabolism of xenobiotics by cytochrome P450"
"C19562","map00980","Metabolism of xenobiotics by cytochrome P450"
"C16453","map00980","Metabolism of xenobiotics by cytochrome P450"
"C06899","map00980","Metabolism of xenobiotics by cytochrome P450"
"C00477","map00981","Insect hormone biosynthesis"
"C16548","map00982","Drug metabolism - cytochrome P450"
"C16656","map00982","Drug metabolism - cytochrome P450"
"C06868","map00982","Drug metabolism - cytochrome P450"
"C16586","map00982","Drug metabolism - cytochrome P450"
"C12739","map00983","Drug metabolism - other enzymes"
"C07648","map00983","Drug metabolism - other enzymes"
"C07635","map00984","Steroid degradation"
"C04793","map00984","Steroid degradation"
"C14909","map00984","Steroid degradation"
"C00493","map00996","Biosynthesis of various alkaloids"
"C01494","map00996","Biosynthesis of various alkaloids"
"C00079","map00996","Biosynthesis of various alkaloids"
"C16716","map00996","Biosynthesis of various alkaloids"
"C08800","map00996","Biosynthesis of various alkaloids"
"C22140","map00997","Biosynthesis of various other secondary metabolites"
"C21130","map00997","Biosynthesis of various other secondary metabolites"
